epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.0001,0.8598395921289921,0.33127503431113264,0.8616488684307445,0.07806272174758143,0.14472440820302163
1,0.0001,0.7634822465479374,0.4690853392790729,0.8188983834151066,0.5067778497233497,0.672157984669492
2,0.0001,0.7102336138486862,0.5231369783155445,0.8202578895019762,0.5074851721060432,0.6727769823480331
3,0.0001,0.6800634972751141,0.5422726145897866,0.8148648269248732,0.5074864815984564,0.6727780999741779
4,0.0001,0.6473635919392109,0.5849798085692911,0.8100120118170073,0.510830646744583,0.6757316668265899
5,0.0001,0.6168818734586239,0.6291895225913813,0.8027741186546556,0.47312118327343594,0.6414598950478186
6,0.0001,0.5985256507992744,0.6688513233938106,0.7314629843740752,0.5011039285655463,0.6643648766793302
7,0.0001,0.5889675356447697,0.6756117298531208,0.615816927317417,0.6443257016106416,0.782372296165202
8,0.0001,0.569744847714901,0.6996658558821838,0.6010200074224761,0.6967027699553877,0.8205197723010624
9,0.0001,0.5584896691143513,0.7088867255275793,0.5888481645873098,0.6684244345489574,0.8005852379067289
10,0.0001,0.548128642141819,0.714321172254984,0.5906027483217644,0.6681350616648183,0.7999106261668283
11,0.0001,0.5242115743458271,0.741723636164128,0.5710249019391609,0.7107389525606694,0.8303102918697433
12,0.0001,0.5149613097310066,0.7410100111122526,0.6275588057257913,0.5942164825214131,0.7443412520009036
13,0.0001,0.5139445308595896,0.7466353622396664,0.5742965828288685,0.6520709489503632,0.7882834588286142
14,0.0001,0.4950683247298002,0.7643889541246608,0.5907244682312012,0.61758668798799,0.7630370999583296
15,0.0001,0.4837856162339449,0.7691780808504871,0.5386071313511241,0.692260147697081,0.8165370970765268
16,0.0001,0.4730669856071472,0.7722579873358043,0.5824964010354244,0.6730361353482293,0.8017185009541367
17,0.0001,0.4870128184556961,0.7554256338379567,0.5238209782224713,0.7328008705453308,0.8450019157569848
18,0.0001,0.4687975812703371,0.7670081916828483,0.6055147629795652,0.5920908273587369,0.7422446454533389
19,0.0001,0.4676653575152159,0.771708526949078,0.5374563787922715,0.6930683837210331,0.8167021563403656
20,0.0001,0.4742886256426573,0.759642463976945,0.4968182589068557,0.7280061169278504,0.8411378694225358
21,0.0001,0.45067126490175724,0.7853364711452961,0.5054814526529023,0.7385244279670649,0.8485551618908974
22,0.0001,0.44587858207523823,0.7813372906859906,0.5325779084003333,0.6960056102550066,0.8190094995500188
